SI#	GENE	GDS	ORGANISM	SAMPLE
8736	RUNX1	GDS2506	Homo sapiens	51
8737	RNF113A	GDS2506	Homo sapiens	51
8738	AGAP3	GDS2506	Homo sapiens	51
8739	TSC2	GDS2506	Homo sapiens	51
8740	TMEM167A	GDS2506	Homo sapiens	51
8741	TXNDC11	GDS2506	Homo sapiens	51
8742	DGCR2	GDS2506	Homo sapiens	51
8743	SMG7-AS1	GDS2506	Homo sapiens	51
8744	ATP2B3	GDS2506	Homo sapiens	51
8745	LOC100131840	GDS2506	Homo sapiens	51
8746	KCNE3	GDS2506	Homo sapiens	51
8747	DEFB121	GDS2506	Homo sapiens	51
8748	HOXD13	GDS2506	Homo sapiens	51
8749	TGIF1	GDS2506	Homo sapiens	51
8750	SLC14A2	GDS2506	Homo sapiens	51
8751	PSMB3	GDS2506	Homo sapiens	51
8752	None	GDS2506	Homo sapiens	51
8753	TBC1D15	GDS2506	Homo sapiens	51
8754	LPAR3	GDS2506	Homo sapiens	51
8755	CSF1R	GDS2506	Homo sapiens	51
8756	NMD3	GDS2506	Homo sapiens	51
8757	LRRC8D	GDS2506	Homo sapiens	51
8758	None	GDS2506	Homo sapiens	51
8759	ASUN	GDS2506	Homo sapiens	51
8760	PDGFC	GDS2298	Homo sapiens	18
8761	STMN3	GDS2298	Homo sapiens	18
8762	SELM	GDS2298	Homo sapiens	18
8763	DSC2	GDS2298	Homo sapiens	18
8764	GCNT2	GDS2298	Homo sapiens	18
8765	TFRC	GDS2298	Homo sapiens	18
8766	SLC44A2	GDS2298	Homo sapiens	18
8767	FAM60A	GDS2298	Homo sapiens	18
8768	SNHG17	GDS2298	Homo sapiens	18
8769	STARD10	GDS2298	Homo sapiens	18
8770	None	GDS2298	Homo sapiens	18
8771	EMP2	GDS2298	Homo sapiens	18
8772	KCTD15	GDS2298	Homo sapiens	18
8773	TMEM45B	GDS2298	Homo sapiens	18
8774	DAAM1	GDS2298	Homo sapiens	18
8775	TMEM9	GDS2298	Homo sapiens	18
8776	FLJ23867	GDS2298	Homo sapiens	18
8777	NUDCD2	GDS2298	Homo sapiens	18
8778	STARD10	GDS2298	Homo sapiens	18
8779	UQCC3	GDS2298	Homo sapiens	18
8780	TMX3	GDS2298	Homo sapiens	18
8781	SLC44A1	GDS2298	Homo sapiens	18
8782	ACBD6	GDS2298	Homo sapiens	18
8783	ANP32E	GDS2298	Homo sapiens	18
8784	WDR41	GDS2298	Homo sapiens	18
8785	FBXO22	GDS2298	Homo sapiens	18
8786	ELP2	GDS2298	Homo sapiens	18
8787	LMTK2	GDS2298	Homo sapiens	18
8788	PPP2R5E	GDS2298	Homo sapiens	18
8789	CDS1	GDS2298	Homo sapiens	18
8790	ZNRD1	GDS2298	Homo sapiens	18
8791	HPS3	GDS2298	Homo sapiens	18
8792	PHF11	GDS2298	Homo sapiens	18
8793	CMC1	GDS2298	Homo sapiens	18
8794	THUMPD3	GDS2298	Homo sapiens	18
8795	GNAO1	GDS2298	Homo sapiens	18
8796	TMEM50A	GDS2298	Homo sapiens	18
8797	NUCKS1	GDS2298	Homo sapiens	18
8798	CXCR4	GDS5410	Homo sapiens	8
8799	CXCR4	GDS5410	Homo sapiens	8
8800	MT3	GDS5410	Homo sapiens	8
8801	RAB7B	GDS5410	Homo sapiens	8
8802	PTGS2	GDS5410	Homo sapiens	8
8803	NR4A1	GDS5410	Homo sapiens	8
8804	MT1G	GDS5410	Homo sapiens	8
8805	CDKN1A	GDS5410	Homo sapiens	8
8806	PNRC1	GDS5410	Homo sapiens	8
8807	ACSS2	GDS5410	Homo sapiens	8
8808	SH2D2A	GDS5410	Homo sapiens	8
8809	SAXO1	GDS5410	Homo sapiens	8
8810	ZFP36	GDS5410	Homo sapiens	8
8811	HILPDA	GDS5410	Homo sapiens	8
8812	AREG	GDS5410	Homo sapiens	8
8813	AMOTL2	GDS5410	Homo sapiens	8
8814	TRIB1	GDS5410	Homo sapiens	8
8815	KCNMB4	GDS5410	Homo sapiens	8
8816	MYADM	GDS5410	Homo sapiens	8
8817	ADM	GDS5410	Homo sapiens	8
8818	KCNAB3	GDS5410	Homo sapiens	8
8819	PLAT	GDS5410	Homo sapiens	8
8820	LOXL2	GDS5410	Homo sapiens	8
8821	LOXL2	GDS5410	Homo sapiens	8
8822	LOXL2	GDS5410	Homo sapiens	8
8823	PLAT	GDS5410	Homo sapiens	8
8824	PLD1	GDS5410	Homo sapiens	8
8825	LOXL2	GDS5410	Homo sapiens	8
8826	EMP1	GDS5410	Homo sapiens	8
8827	NBAS	GDS5410	Homo sapiens	8
8828	H1F0	GDS5410	Homo sapiens	8
8829	LOXL2	GDS5410	Homo sapiens	8
8830	HES1	GDS5410	Homo sapiens	8
8831	SULF2	GDS5410	Homo sapiens	8
8832	EID3	GDS5410	Homo sapiens	8
8833	SERPIND1	GDS5410	Homo sapiens	8
8834	ZNF395	GDS5410	Homo sapiens	8
8835	INSIG2	GDS5410	Homo sapiens	8
8836	PRUNE2	GDS5410	Homo sapiens	8
8837	ARL4D	GDS5410	Homo sapiens	8
8838	None	GDS5410	Homo sapiens	8
8839	C1orf116	GDS2298	Homo sapiens	18
8840	EGR2	GDS5410	Homo sapiens	8
8841	SGMS2	GDS5410	Homo sapiens	8
8842	NRN1	GDS5410	Homo sapiens	8
8843	KIF27	GDS5410	Homo sapiens	8
8844	LINC00346	GDS5410	Homo sapiens	8
8845	MUC20	GDS2298	Homo sapiens	18
8846	EPB41L4A	GDS2298	Homo sapiens	18
8847	STK26	GDS2298	Homo sapiens	18
8848	PTPRG	GDS2298	Homo sapiens	18
8849	EVA1C	GDS2298	Homo sapiens	18
8850	FADS2	GDS5410	Homo sapiens	8
8851	MT1H	GDS5410	Homo sapiens	8
8852	IGFBP3	GDS5410	Homo sapiens	8
8853	ERRFI1	GDS5410	Homo sapiens	8
8854	CHML	GDS5410	Homo sapiens	8
8855	HMGCS1	GDS5410	Homo sapiens	8
8856	CDKN1A	GDS5410	Homo sapiens	8
8857	PLAU	GDS5410	Homo sapiens	8
8858	ADM	GDS5410	Homo sapiens	8
8859	ADM	GDS5410	Homo sapiens	8
8860	ADM	GDS5410	Homo sapiens	8
8861	ADM	GDS5410	Homo sapiens	8
8862	KLF5	GDS5410	Homo sapiens	8
8863	ARHGAP18	GDS2298	Homo sapiens	18
8864	SMAD3	GDS5410	Homo sapiens	8
8865	CTSK	GDS5410	Homo sapiens	8
8866	None	GDS5410	Homo sapiens	8
8867	IGFBP1	GDS5410	Homo sapiens	8
8868	C8orf58	GDS5410	Homo sapiens	8
8869	AFAP1L1	GDS5410	Homo sapiens	8
8870	LRP1	GDS5410	Homo sapiens	8
8871	HERC4	GDS5410	Homo sapiens	8
8872	AKT3	GDS2298	Homo sapiens	18
8873	ELF3	GDS2298	Homo sapiens	18
8874	BTG1	GDS5410	Homo sapiens	8
8875	FAM171B	GDS2298	Homo sapiens	18
8876	SYK	GDS2298	Homo sapiens	18
8877	GABPB1-AS1	GDS2298	Homo sapiens	18
8878	IER5L	GDS2298	Homo sapiens	18
8879	C19orf68	GDS2298	Homo sapiens	18
8880	LRP10	GDS2298	Homo sapiens	18
8881	None	GDS2298	Homo sapiens	18
8882	None	GDS2298	Homo sapiens	18
8883	RASA3	GDS2298	Homo sapiens	18
8884	KBTBD4	GDS2298	Homo sapiens	18
8885	GLTSCR2	GDS2298	Homo sapiens	18
8886	None	GDS2298	Homo sapiens	18
8887	SLC44A3	GDS2298	Homo sapiens	18
8888	SMIM13	GDS2298	Homo sapiens	18
8889	ETNK1	GDS2298	Homo sapiens	18
8890	FAM231D	GDS2298	Homo sapiens	18
8891	FAM84A	GDS2298	Homo sapiens	18
8892	TUG1	GDS2298	Homo sapiens	18
8893	NXPE3	GDS2298	Homo sapiens	18
8894	DAPP1	GDS2298	Homo sapiens	18
8895	LENG1	GDS2298	Homo sapiens	18
8896	None	GDS2298	Homo sapiens	18
8897	None	GDS2298	Homo sapiens	18
8898	RMDN1	GDS2298	Homo sapiens	18
8899	PITPNM3	GDS2298	Homo sapiens	18
8900	ARGLU1	GDS2298	Homo sapiens	18
8901	ISYNA1	GDS2298	Homo sapiens	18
8902	JAM3	GDS2298	Homo sapiens	18
8903	C6orf203	GDS2298	Homo sapiens	18
8904	TRMT1L	GDS2298	Homo sapiens	18
8905	ETV5	GDS2298	Homo sapiens	18
8906	TEN1-CDK3	GDS2298	Homo sapiens	18
8907	RSG1	GDS2298	Homo sapiens	18
8908	RUNX3	GDS2298	Homo sapiens	18
8909	SARDH	GDS2298	Homo sapiens	18
8910	None	GDS2298	Homo sapiens	18
8911	CACTIN	GDS2298	Homo sapiens	18
8912	BBOF1	GDS2298	Homo sapiens	18
8913	GTPBP2	GDS2298	Homo sapiens	18
8914	None	GDS2298	Homo sapiens	18
8915	None	GDS2298	Homo sapiens	18
8916	FBXO44	GDS2298	Homo sapiens	18
8917	IBA57	GDS2298	Homo sapiens	18
8918	PAPOLG	GDS2298	Homo sapiens	18
8919	MT1E	GDS1204	Homo sapiens	18
8920	PLK2	GDS2499	Homo sapiens	12
8921	MT1G	GDS1204	Homo sapiens	18
8922	None	GDS2499	Homo sapiens	12
8923	PDE4B	GDS2499	Homo sapiens	12
8924	BHLHE40	GDS2499	Homo sapiens	12
8925	KRT10	GDS1204	Homo sapiens	18
8926	TUBA1B	GDS2499	Homo sapiens	12
8927	IGFBP4	GDS2499	Homo sapiens	12
8928	PFN1	GDS2499	Homo sapiens	12
8929	SNORD73A	GDS2499	Homo sapiens	12
8930	CFL1	GDS2499	Homo sapiens	12
8931	EEF1A1	GDS1204	Homo sapiens	18
8932	EIF1	GDS1204	Homo sapiens	18
8933	RPL13AP5	GDS1204	Homo sapiens	18
8934	MIR3654	GDS1204	Homo sapiens	18
8935	TUBA1C	GDS1204	Homo sapiens	18
8936	SNORD42A	GDS1204	Homo sapiens	18
8937	HUWE1	GDS1204	Homo sapiens	18
8938	SNORA21	GDS1204	Homo sapiens	18
8939	SNORD32A	GDS1204	Homo sapiens	18
8940	RPS5	GDS1204	Homo sapiens	18
8941	HNRNPAB	GDS2499	Homo sapiens	12
8942	MT2A	GDS1204	Homo sapiens	18
8943	LINC01578	GDS2499	Homo sapiens	12
8944	MTUS1	GDS2499	Homo sapiens	12
8945	YWHAE	GDS2499	Homo sapiens	12
8946	WWTR1	GDS2499	Homo sapiens	12
8947	AMIGO2	GDS1204	Homo sapiens	18
8948	MORF4L1	GDS1204	Homo sapiens	18
8949	MIF	GDS1204	Homo sapiens	18
8950	BTF3	GDS1204	Homo sapiens	18
8951	GARS	GDS1204	Homo sapiens	18
8952	CST3	GDS1204	Homo sapiens	18
8953	S100A10	GDS1204	Homo sapiens	18
8954	IFITM2	GDS1204	Homo sapiens	18
8955	CDH3	GDS2297	Homo sapiens	45
8956	Gm10590	GDS5201	Mus musculus	6
8957	Gm10590	GDS5201	Mus musculus	6
8958	Gm10590	GDS5201	Mus musculus	6
8959	Gm10590	GDS5201	Mus musculus	6
8960	Egln3	GDS5201	Mus musculus	6
8961	DNAJC22	GDS5418	Homo sapiens	8
8962	CREBRF	GDS5418	Homo sapiens	8
8963	ASPM	GDS5418	Homo sapiens	8
8964	Gbp4	GDS5201	Mus musculus	6
8965	Npy	GDS5201	Mus musculus	6
8966	AP5M1	GDS5418	Homo sapiens	8
8967	SPTBN1	GDS5418	Homo sapiens	8
8968	FOS	GDS5418	Homo sapiens	8
8969	ZNF165	GDS5418	Homo sapiens	8
8970	Fstl4	GDS5201	Mus musculus	6
8971	Spag11b	GDS5201	Mus musculus	6
8972	UNC5B	GDS5418	Homo sapiens	8
8973	H60b	GDS5201	Mus musculus	6
8974	LARP1B	GDS5418	Homo sapiens	8
8975	PDP1	GDS5418	Homo sapiens	8
8976	EGR1	GDS5418	Homo sapiens	8
8977	Cyp2e1	GDS5201	Mus musculus	6
8978	TIAM2	GDS5418	Homo sapiens	8
8979	Adgrg7	GDS5201	Mus musculus	6
8980	FANCB	GDS5418	Homo sapiens	8
8981	EIF4G3	GDS5418	Homo sapiens	8
8982	C4bp	GDS5201	Mus musculus	6
8983	Pi15	GDS5201	Mus musculus	6
8984	TPTE2P6	GDS5418	Homo sapiens	8
8985	HS3ST3B1	GDS5418	Homo sapiens	8
8986	CEP128	GDS5418	Homo sapiens	8
8987	BCL11B	GDS5418	Homo sapiens	8
8988	None	GDS5418	Homo sapiens	8
8989	None	GDS5418	Homo sapiens	8
8990	ADCY1	GDS5418	Homo sapiens	8
8991	CDK2	GDS5418	Homo sapiens	8
8992	None	GDS5418	Homo sapiens	8
8993	CCNG2	GDS5418	Homo sapiens	8
8994	ACSM3	GDS5418	Homo sapiens	8
8995	LOC100509445	GDS5418	Homo sapiens	8
8996	MED13	GDS5418	Homo sapiens	8
8997	ALDH6A1	GDS5418	Homo sapiens	8
8998	None	GDS5418	Homo sapiens	8
8999	LOC100268168	GDS5418	Homo sapiens	8
9000	ROR1	GDS5418	Homo sapiens	8
9001	GIT2	GDS5418	Homo sapiens	8
9002	ZNF341	GDS5418	Homo sapiens	8
9003	LARP1B	GDS5418	Homo sapiens	8
9004	ASXL2	GDS5418	Homo sapiens	8
9005	SLC1A1	GDS5418	Homo sapiens	8
9006	IFI16	GDS5418	Homo sapiens	8
9007	FRMD6-AS1	GDS5418	Homo sapiens	8
9008	VPS13A	GDS5418	Homo sapiens	8
9009	None	GDS5418	Homo sapiens	8
9010	TFPI	GDS5418	Homo sapiens	8
9011	LOC283357	GDS5418	Homo sapiens	8
9012	TMEM37	GDS5418	Homo sapiens	8
9013	DUSP5P1	GDS5418	Homo sapiens	8
9014	None	GDS5418	Homo sapiens	8
9015	AKAP12	GDS5418	Homo sapiens	8
9016	SNORA3A	GDS5418	Homo sapiens	8
9017	SSBP3	GDS5418	Homo sapiens	8
9018	HOXA-AS2	GDS5418	Homo sapiens	8
9019	VANGL1	GDS5418	Homo sapiens	8
9020	ELOVL6	GDS5418	Homo sapiens	8
9021	NEDD4L	GDS5418	Homo sapiens	8
9022	Olfr171	GDS5201	Mus musculus	6
9023	THBS1	GDS5418	Homo sapiens	8
9024	PAXBP1	GDS5418	Homo sapiens	8
9025	LUC7L3	GDS5418	Homo sapiens	8
9026	PMS1	GDS5418	Homo sapiens	8
9027	RBM25	GDS5418	Homo sapiens	8
9028	None	GDS5418	Homo sapiens	8
9029	XRN1	GDS5418	Homo sapiens	8
9030	LOC101926921	GDS5418	Homo sapiens	8
9031	GXYLT1	GDS5418	Homo sapiens	8
9032	OTUD4	GDS5418	Homo sapiens	8
9033	OCLN	GDS5418	Homo sapiens	8
9034	CD274	GDS5418	Homo sapiens	8
9035	PIKFYVE	GDS5418	Homo sapiens	8
9036	ZBTB26	GDS5418	Homo sapiens	8
9037	C2	GDS5201	Mus musculus	6
9038	None	GDS5418	Homo sapiens	8
9039	KREMEN1	GDS5418	Homo sapiens	8
9040	SIK2	GDS5418	Homo sapiens	8
9041	SNAI2	GDS5418	Homo sapiens	8
9042	ST7L	GDS5418	Homo sapiens	8
9043	Cldn2	GDS5201	Mus musculus	6
9044	4930503L19Rik	GDS5201	Mus musculus	6
9045	None	GDS5418	Homo sapiens	8
9046	LOC105378577	GDS5418	Homo sapiens	8
9047	FOSB	GDS5418	Homo sapiens	8
9048	ZNF496	GDS5418	Homo sapiens	8
9049	ZDHHC11B	GDS5418	Homo sapiens	8
9050	CCBE1	GDS5418	Homo sapiens	8
9051	FANCB	GDS5418	Homo sapiens	8
9052	MTHFSD	GDS5418	Homo sapiens	8
9053	PIK3C3	GDS5418	Homo sapiens	8
9054	CNTLN	GDS5418	Homo sapiens	8
9055	C1orf52	GDS5418	Homo sapiens	8
9056	KIF26A	GDS5418	Homo sapiens	8
9057	DAW1	GDS5418	Homo sapiens	8
9058	SPATS2	GDS5418	Homo sapiens	8
9059	Dnah3	GDS5201	Mus musculus	6
9060	DNAJC3-AS1	GDS5418	Homo sapiens	8
9061	TM6SF1	GDS5418	Homo sapiens	8
9062	LOC100505498	GDS5418	Homo sapiens	8
9063	FYN	GDS5418	Homo sapiens	8
9064	None	GDS5418	Homo sapiens	8
9065	ARHGEF26	GDS5418	Homo sapiens	8
9066	Cyp1a1	GDS5201	Mus musculus	6
9067	ESRP1	GDS5418	Homo sapiens	8
9068	None	GDS5418	Homo sapiens	8
9069	APTR	GDS5418	Homo sapiens	8
9070	Crisp2	GDS5201	Mus musculus	6
9071	ZNF718	GDS5418	Homo sapiens	8
9072	RASSF8-AS1	GDS5418	Homo sapiens	8
9073	Tnfrsf23	GDS5201	Mus musculus	6
9074	C16orf58	GDS5418	Homo sapiens	8
9075	None	GDS5418	Homo sapiens	8
9076	NUP37	GDS5418	Homo sapiens	8
9077	ZNF488	GDS5418	Homo sapiens	8
9078	POF1B	GDS5418	Homo sapiens	8
9079	EXOC7	GDS5418	Homo sapiens	8
9080	RELB	GDS5418	Homo sapiens	8
9081	GINS4	GDS5418	Homo sapiens	8
9082	RNASEH2C	GDS5418	Homo sapiens	8
9083	RHBDD1	GDS5418	Homo sapiens	8
9084	MVK	GDS5418	Homo sapiens	8
9085	1110017D15Rik	GDS5201	Mus musculus	6
9086	NUDT16	GDS5418	Homo sapiens	8
9087	CCL26	GDS5418	Homo sapiens	8
9088	DICER1	GDS5418	Homo sapiens	8
9089	None	GDS5418	Homo sapiens	8
9090	CENPU	GDS5418	Homo sapiens	8
9091	PDE3B	GDS5418	Homo sapiens	8
9092	MSC	GDS5418	Homo sapiens	8
9093	SLC6A6	GDS5418	Homo sapiens	8
9094	LINC00997	GDS5418	Homo sapiens	8
9095	VPS53	GDS5418	Homo sapiens	8
9096	KIAA1217	GDS5418	Homo sapiens	8
9097	SYTL4	GDS5418	Homo sapiens	8
9098	GGA2	GDS5418	Homo sapiens	8
9099	PRELID3A	GDS5418	Homo sapiens	8
9100	GAS6-AS1	GDS5418	Homo sapiens	8
9101	PRDM1	GDS5418	Homo sapiens	8
9102	SLC44A1	GDS5418	Homo sapiens	8
9103	GNAL	GDS5418	Homo sapiens	8
9104	DIO2	GDS5418	Homo sapiens	8
9105	LOC440028	GDS5418	Homo sapiens	8
9106	LOC101927841	GDS5418	Homo sapiens	8
9107	SEC63	GDS5418	Homo sapiens	8
9108	FAM172A	GDS5418	Homo sapiens	8
9109	Gm11744	GDS5201	Mus musculus	6
9110	Atp2b4	GDS5201	Mus musculus	6
9111	ARHGEF39	GDS5418	Homo sapiens	8
9112	KIAA1462	GDS5418	Homo sapiens	8
9113	GNAL	GDS5418	Homo sapiens	8
9114	Vpreb3	GDS5201	Mus musculus	6
9115	PHLPP1	GDS5418	Homo sapiens	8
9116	Prkg1	GDS5201	Mus musculus	6
9117	AAK1	GDS5418	Homo sapiens	8
9118	GRTP1	GDS5418	Homo sapiens	8
9119	FOXJ3	GDS5418	Homo sapiens	8
9120	RHOBTB3	GDS5418	Homo sapiens	8
9121	PKI55	GDS5418	Homo sapiens	8
9122	CBX4	GDS5418	Homo sapiens	8
9123	FLJ45482	GDS5418	Homo sapiens	8
9124	PIAS2	GDS5418	Homo sapiens	8
9125	PRRG4	GDS5418	Homo sapiens	8
9126	FGD6	GDS5418	Homo sapiens	8
9127	YTHDC1	GDS5418	Homo sapiens	8
9128	LOC145783	GDS5418	Homo sapiens	8
9129	Rasgrp2	GDS5201	Mus musculus	6
9130	PRKAA2	GDS5418	Homo sapiens	8
9131	ODF3B	GDS5418	Homo sapiens	8
9132	PER3	GDS5418	Homo sapiens	8
9133	HS3ST1	GDS5418	Homo sapiens	8
9134	ADAM23	GDS5418	Homo sapiens	8
9135	None	GDS5418	Homo sapiens	8
9136	KIAA1161	GDS5418	Homo sapiens	8
9137	ECM2	GDS5418	Homo sapiens	8
9138	Fat3	GDS5201	Mus musculus	6
9139	Fgf7	GDS5201	Mus musculus	6
9140	TBL1XR1	GDS5418	Homo sapiens	8
9141	FAM19A5	GDS5418	Homo sapiens	8
9142	FZD3	GDS5418	Homo sapiens	8
9143	INTS4	GDS5418	Homo sapiens	8
9144	CRLS1	GDS5418	Homo sapiens	8
9145	SENP2	GDS5418	Homo sapiens	8
9146	PLEKHM1	GDS5418	Homo sapiens	8
9147	Igsf10	GDS5201	Mus musculus	6
9148	Prkch	GDS5201	Mus musculus	6
9149	None	GDS5418	Homo sapiens	8
9150	IL22RA1	GDS5418	Homo sapiens	8
9151	AIM1	GDS5418	Homo sapiens	8
9152	None	GDS5418	Homo sapiens	8
9153	LOC100653049	GDS5418	Homo sapiens	8
9154	None	GDS5418	Homo sapiens	8
9155	RNF128	GDS5418	Homo sapiens	8
9156	4430402I18Rik	GDS5201	Mus musculus	6
9157	None	GDS5418	Homo sapiens	8
9158	SGTB	GDS5418	Homo sapiens	8
9159	BCL2L15	GDS5418	Homo sapiens	8
9160	NEURL2	GDS5418	Homo sapiens	8
9161	KLHL24	GDS5418	Homo sapiens	8
9162	Nme9	GDS5201	Mus musculus	6
9163	Gm867	GDS5201	Mus musculus	6
9164	LOC100505984	GDS5418	Homo sapiens	8
9165	None	GDS5418	Homo sapiens	8
9166	LSM3	GDS5418	Homo sapiens	8
9167	STRBP	GDS5418	Homo sapiens	8
9168	ANKRD44	GDS5418	Homo sapiens	8
9169	None	GDS5418	Homo sapiens	8
9170	UGT1A3	GDS5418	Homo sapiens	8
9171	PCNX4	GDS5418	Homo sapiens	8
9172	FAM76B	GDS5418	Homo sapiens	8
9173	Spef2	GDS5201	Mus musculus	6
9174	HECTD2	GDS5418	Homo sapiens	8
9175	VGLL3	GDS5418	Homo sapiens	8
9176	None	GDS5418	Homo sapiens	8
9177	UBA6	GDS5418	Homo sapiens	8
9178	Hgd	GDS5201	Mus musculus	6
9179	CREBZF	GDS5418	Homo sapiens	8
9180	LRRC37BP1	GDS5418	Homo sapiens	8
9181	GNA13	GDS5418	Homo sapiens	8
9182	Gm12695	GDS5201	Mus musculus	6
9183	Iqcg	GDS5201	Mus musculus	6
9184	Kng1	GDS5201	Mus musculus	6
9185	ZNF684	GDS5418	Homo sapiens	8
9186	Ccdc146	GDS5201	Mus musculus	6
9187	LOXL1-AS1	GDS5418	Homo sapiens	8
9188	RPS6KA2	GDS5418	Homo sapiens	8
9189	DOK3	GDS5418	Homo sapiens	8
9190	Scn3a	GDS5201	Mus musculus	6
9191	ZDHHC21	GDS5418	Homo sapiens	8
9192	GUCY1B3	GDS5418	Homo sapiens	8
9193	4833427G06Rik	GDS5201	Mus musculus	6
9194	Hamp	GDS5201	Mus musculus	6
9195	Fign	GDS5201	Mus musculus	6
9196	ANKRD44	GDS5418	Homo sapiens	8
9197	None	GDS5418	Homo sapiens	8
9198	SRSF11	GDS5418	Homo sapiens	8
9199	BC021614	GDS5201	Mus musculus	6
9200	Prkce	GDS5201	Mus musculus	6
9201	ZDHHC23	GDS5418	Homo sapiens	8
9202	TMTC2	GDS5418	Homo sapiens	8
9203	LOC102606465	GDS5418	Homo sapiens	8
9204	Bcl6b	GDS5201	Mus musculus	6
9205	None	GDS5418	Homo sapiens	8
9206	Rgs5	GDS5201	Mus musculus	6
9207	IRX5	GDS5418	Homo sapiens	8
9208	BTBD19	GDS5418	Homo sapiens	8
9209	Praf2	GDS5201	Mus musculus	6
9210	Dnah3	GDS5201	Mus musculus	6
9211	CCBE1	GDS5418	Homo sapiens	8
9212	GSPT1	GDS5418	Homo sapiens	8
9213	BRCA2	GDS5418	Homo sapiens	8
9214	TVP23C-CDRT4	GDS5418	Homo sapiens	8
9215	NXPE3	GDS5418	Homo sapiens	8
9216	TMEM67	GDS5418	Homo sapiens	8
9217	SEPSECS	GDS5418	Homo sapiens	8
9218	GRK3	GDS5418	Homo sapiens	8
9219	ARHGAP5	GDS5418	Homo sapiens	8
9220	Adcy2	GDS5201	Mus musculus	6
9221	RPS29	GDS5418	Homo sapiens	8
9222	None	GDS5418	Homo sapiens	8
9223	BRWD1	GDS5418	Homo sapiens	8
9224	LRFN1	GDS5418	Homo sapiens	8
9225	CYP4F2	GDS5418	Homo sapiens	8
9226	ELMO1	GDS5418	Homo sapiens	8
9227	Plek2	GDS5201	Mus musculus	6
9228	GLCCI1	GDS5418	Homo sapiens	8
9229	Wdr77	GDS5201	Mus musculus	6
9230	SPCS2	GDS5418	Homo sapiens	8
9231	IPO9	GDS5418	Homo sapiens	8
9232	L3MBTL3	GDS5418	Homo sapiens	8
9233	ZGRF1	GDS5418	Homo sapiens	8
9234	ERBB3	GDS5418	Homo sapiens	8
9235	Ttll6	GDS5201	Mus musculus	6
9236	TARS	GDS5418	Homo sapiens	8
9237	TRPM7	GDS5418	Homo sapiens	8
9238	None	GDS5418	Homo sapiens	8
9239	HIST1H2BC	GDS5418	Homo sapiens	8
9240	BC067074	GDS5201	Mus musculus	6
9241	None	GDS5418	Homo sapiens	8
9242	None	GDS5418	Homo sapiens	8
9243	RBL1	GDS5418	Homo sapiens	8
9244	Dnah10	GDS5201	Mus musculus	6
9245	GALNT5	GDS5418	Homo sapiens	8
9246	CDK1	GDS5418	Homo sapiens	8
9247	C030017K20Rik	GDS5201	Mus musculus	6
9248	Syt12	GDS5201	Mus musculus	6
9249	UQCRB	GDS5418	Homo sapiens	8
9250	CAND1	GDS5418	Homo sapiens	8
9251	WIPF2	GDS5418	Homo sapiens	8
9252	ZDHHC21	GDS5418	Homo sapiens	8
9253	Dzip1	GDS5201	Mus musculus	6
9254	Arhgap15	GDS5201	Mus musculus	6
9255	ATP11A	GDS5418	Homo sapiens	8
9256	MAGI2	GDS5418	Homo sapiens	8
9257	Usp13	GDS5201	Mus musculus	6
9258	Cfap54	GDS5201	Mus musculus	6
9259	None	GDS5418	Homo sapiens	8
9260	SESTD1	GDS5418	Homo sapiens	8
9261	ADAM12	GDS5418	Homo sapiens	8
9262	C11orf63	GDS5409	Homo sapiens	8
9263	Coch	GDS5201	Mus musculus	6
9264	PHLDB2	GDS5418	Homo sapiens	8
9265	ID4	GDS5418	Homo sapiens	8
9266	Arhgap28	GDS5201	Mus musculus	6
9267	PPID	GDS5418	Homo sapiens	8
9268	HK2	GDS5418	Homo sapiens	8
9269	None	GDS5418	Homo sapiens	8
9270	ZNF792	GDS5418	Homo sapiens	8
9271	RABEPK	GDS5418	Homo sapiens	8
9272	INTS6-AS1	GDS5418	Homo sapiens	8
9273	FAM186A	GDS5418	Homo sapiens	8
9274	NIT1	GDS5418	Homo sapiens	8
9275	Slc5a12	GDS5201	Mus musculus	6
9276	Maats1	GDS5201	Mus musculus	6
9277	ZNF431	GDS5418	Homo sapiens	8
9278	ZNF431	GDS5418	Homo sapiens	8
9279	Art3	GDS5201	Mus musculus	6
9280	Bank1	GDS5201	Mus musculus	6
9281	KLHL13	GDS5418	Homo sapiens	8
9282	PDE7A	GDS5418	Homo sapiens	8
9283	None	GDS5418	Homo sapiens	8
9284	ANGPT1	GDS5418	Homo sapiens	8
9285	TMEM165	GDS5418	Homo sapiens	8
9286	PRSS35	GDS5418	Homo sapiens	8
9287	RARA	GDS5418	Homo sapiens	8
9288	ZNF738	GDS5418	Homo sapiens	8
9289	LOC400655	GDS5418	Homo sapiens	8
9290	NUDT11	GDS5418	Homo sapiens	8
9291	Trps1	GDS5201	Mus musculus	6
9292	KRIT1	GDS5418	Homo sapiens	8
9293	RNF34	GDS5418	Homo sapiens	8
9294	None	GDS5418	Homo sapiens	8
9295	EHD4	GDS5418	Homo sapiens	8
9296	BTC	GDS5418	Homo sapiens	8
9297	Ccdc180	GDS5201	Mus musculus	6
9298	Abca9	GDS5201	Mus musculus	6
9299	PCAT6	GDS5418	Homo sapiens	8
9300	None	GDS5418	Homo sapiens	8
9301	ZNF33A	GDS5418	Homo sapiens	8
9302	LOC101928747	GDS5418	Homo sapiens	8
9303	GDF11	GDS5418	Homo sapiens	8
